"mag_id","coverage","sample_id","site","time","cluster","rel_abund","domain","phylum","class","order","family","genus","species","phylum2"
"L040_bin.10",5.61481288021755,"L005","Oxic","Summer",3,1.11355298716576,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","LD1","UBA7692","UBA7692 sp001897535","Bacteroidota"
"L040_bin.16",0.00705490619197922,"L005","Oxic","Summer",5,0.00139915826793293,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","UBA11358","SCTL01","","Verrucomicrobiota"
"L040_bin.20",1.04892660674196,"L005","Oxic","Summer",4,0.208027476814134,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Dokdonella_A","Dokdonella_A sp014338185","Proteobacteria"
"L040_bin.21",0.0214597833743002,"L005","Oxic","Summer",5,0.00425599327888132,"Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","","","Myxococcota"
"L040_bin.7",0.459935442929201,"L005","Oxic","Summer",4,0.09121630538779,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Thiobacillaceae","PFJX01","","Proteobacteria"
"L040_bin.9",0.239329364719801,"L005","Oxic","Summer",4,0.0474647926272287,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Thiobacillaceae","PFJX01","","Proteobacteria"
"L078_bin.10",0.702517159258629,"L005","Oxic","Summer",3,0.139326117880769,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","VadinHA17","LD21","LD21 sp012729475","Bacteroidota"
"L078_bin.17",0.240674333832437,"L005","Oxic","Summer",3,0.0477315324821397,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","DTU049","GWF2-43-63","","Bacteroidota"
"L078_bin.28",0.0582323023158181,"L005","Oxic","Summer",1,0.0115488718104541,"Bacteria","Firmicutes_A","Clostridia","Clostridiales","Clostridiaceae","Proteiniclasticum","","Firmicutes"
"L078_bin.34",0.0836790509788458,"L005","Oxic","Summer",3,0.0165955765879556,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","DMER64","DMER64 sp001512865","Bacteroidota"
"L078_bin.37",3.02587526632822,"L005","Oxic","Summer",2,0.600104137660993,"Archaea","Halobacteriota","Methanosarcinia","Methanosarcinales","Methanosarcinaceae","Methanosarcina","Methanosarcina mazei","Halobacteriota"
"L078_bin.9",0.785225473023456,"L005","Oxic","Summer",3,0.155729173836696,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","Geofilum","Geofilum sp002427105","Bacteroidota"
"L080_bin.29",0.147923467020489,"L005","Oxic","Summer",2,0.0293367957377413,"Archaea","Methanobacteriota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","UBA412","UBA412 sp002495685","Methanobacteriota"
"L080_bin.38",0.0543242170267168,"L005","Oxic","Summer",5,0.0107738041206456,"Bacteria","Actinobacteriota","Actinomycetia","Mycobacteriales","Mycobacteriaceae","Corynebacterium","Corynebacterium sp012838985","Actinobacteriota"
"L081_bin.10",0.0163309389503242,"L005","Oxic","Summer",1,0.00323881957231862,"Bacteria","Firmicutes_A","Clostridia","Tissierellales","Peptoniphilaceae","","","Firmicutes"
"L081_bin.12",0.0774360894017224,"L005","Oxic","Summer",1,0.0153574465449296,"Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Bulleidia","","Firmicutes"
"L081_bin.18",0.701337696837722,"L005","Oxic","Summer",1,0.139092201999676,"Bacteria","Firmicutes_A","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium sp000435835","Firmicutes"
"L081_bin.30",0.0240420958678288,"L005","Oxic","Summer",1,0.00476812820702746,"Bacteria","Firmicutes_C","Negativicutes","Acidaminococcales","Acidaminococcaceae","","","Firmicutes"
"L081_bin.36",0.0868290250854453,"L005","Oxic","Summer",3,0.0172202925225252,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Prevotella","","Bacteroidota"
"L081_bin.38",1.15165776248385,"L005","Oxic","Summer",2,0.228401545868941,"Archaea","Halobacteriota","Methanomicrobia","Methanomicrobiales","Methanoculleaceae","Methanoculleus","","Halobacteriota"
"L081_bin.4",0.101862717708833,"L005","Oxic","Summer",5,0.0202018368208023,"Bacteria","Desulfobacterota_I","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Desulfovibrio legallii","Desulfobacterota"
"L082_bin.12",0.0153247533529797,"L005","Oxic","Summer",4,0.00303926866982749,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Thiopseudomonas","","Proteobacteria"
"L082_bin.18",0.593132504212375,"L005","Oxic","Summer",1,0.117632499237483,"Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Syner-03","Syner-03 sp012727545","Synergistota"
"L082_bin.19",0.0658840342061991,"L005","Oxic","Summer",4,0.0130663950272198,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Thermomonas","","Proteobacteria"
"L082_bin.25",30.9457037863686,"L005","Oxic","Summer",4,6.13728037361104,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Thauera","","Proteobacteria"
"L082_bin.26",9.46502717849052,"L005","Oxic","Summer",4,1.87714346195717,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Ottowia","Ottowia sp001897615","Proteobacteria"
"L082_bin.27",0.390539763861254,"L005","Oxic","Summer",4,0.0774534663812093,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Comamonas","Comamonas denitrificans_A","Proteobacteria"
"L082_bin.3",0.175175534233925,"L005","Oxic","Summer",3,0.0347415387807167,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","DMER64","DMER64 sp002427525","Bacteroidota"
"L082_bin.9",1.63533058357023,"L005","Oxic","Summer",3,0.32432554658306,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Gelidibacter","","Bacteroidota"
"L001_bin.13",6.3098315131538,"L036","Influent","Fall",1,0.579940584913032,"Bacteria","Firmicutes_A","Clostridia","Saccharofermentanales","Fastidiosipilaceae","JAAYZH01","JAAYZH01 sp012514965","Firmicutes"
"L001_bin.14",0.0371532761453988,"L036","Influent","Fall",3,0.00341478098967946,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","4484-276","SABY01","","Bacteroidota"
"L001_bin.17",0.0815705936300029,"L036","Influent","Fall",3,0.00749720458983261,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","UBA2632","UBA2632 sp012840785","Bacteroidota"
"L001_bin.19",1.70492836189318,"L036","Influent","Fall",1,0.156701038588738,"Bacteria","Firmicutes_A","Clostridia","Tissierellales","Sedimentibacteraceae","Sedimentibacter","","Firmicutes"
"L001_bin.2",3.73480943208023,"L036","Influent","Fall",1,0.343268685077253,"Bacteria","Firmicutes_A","Clostridia","Saccharofermentanales","Saccharofermentanaceae","DUPM01","DUPM01 sp012838315","Firmicutes"
"L001_bin.20",2.93451698578971,"L036","Influent","Fall",3,0.269713302744829,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Proteiniphilum","Proteiniphilum sp012728155","Bacteroidota"
"L001_bin.3",0.223788021439491,"L036","Influent","Fall",3,0.0205684978718679,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","UBA1179","UBA1179 sp002340405","Bacteroidota"
"L001_bin.6",4.21751916872067,"L036","Influent","Fall",3,0.387634840722913,"Bacteria","Verrucomicrobiota","Kiritimatiellae","RFP12","UBA3636","JAAZFF01","","Verrucomicrobiota"
"L001_bin.7",6.98658044733554,"L036","Influent","Fall",1,0.642141005306265,"Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Syner-03","Syner-03 sp002316795","Synergistota"
"L003_bin.19",1.45038178442271,"L036","Influent","Fall",1,0.133305502476863,"Bacteria","Firmicutes_A","Clostridia","Christensenellales","CAG-74","UBA1038","","Firmicutes"
"L003_bin.22",4.76872463024021,"L036","Influent","Fall",1,0.438296481543988,"Bacteria","Synergistota","Synergistia","Synergistales","Dethiosulfovibrionaceae","Pyramidobacter","Pyramidobacter piscolens_A","Synergistota"
"L003_bin.25",3.68329861774781,"L036","Influent","Fall",3,0.338534293718147,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","JAFGAQ01","JAFGAQ01","","Verrucomicrobiota"
"L003_bin.29",5.38187793712526,"L036","Influent","Fall",3,0.494651787814051,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","RUG11257","RUG11257 sp012513425","Bacteroidota"
"L003_bin.3",0.124772572955966,"L036","Influent","Fall",5,0.0114679256950586,"Bacteria","Fibrobacterota","Chitinivibrionia","Chitinivibrionales","Chitinispirillaceae","JAAYIG01","","Fibrobacterota"
"L003_bin.31",0.0890470240234713,"L036","Influent","Fall",3,0.00818436801193205,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Lentimicrobiaceae","Lentimicrobium","Lentimicrobium sp002410555","Bacteroidota"
"L003_bin.7",1.16898159031349,"L036","Influent","Fall",3,0.107441833561753,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Fermentimonas","Fermentimonas sp002398875","Bacteroidota"
"L003_bin.9",12.088869742069,"L036","Influent","Fall",3,1.11109562506349,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","DMER64","DMER64 sp002408205","Bacteroidota"
"L004_bin.13",0.0166668877642392,"L036","Influent","Fall",3,0.00153186414225529,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ginsengibacter","","Bacteroidota"
"L004_bin.14",0.382987599633907,"L036","Influent","Fall",4,0.0352006312820087,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Thiobacillaceae","Thiobacillus","Thiobacillus sp001899775","Proteobacteria"
"L004_bin.16",0.0290743472129925,"L036","Influent","Fall",3,0.00267224154773663,"Bacteria","Bacteroidota","Bacteroidia","AKYH767-A","OLB10","OLB10","OLB10 sp001567275","Bacteroidota"
"L004_bin.4",0.0199095093167793,"L036","Influent","Fall",4,0.00182989552960873,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","UBA7239","UBA7239","","Proteobacteria"
"L005_bin.1",0.00183237141585149,"L036","Influent","Fall",3,0.000168414409873155,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Agriterribacter","","Bacteroidota"
"L005_bin.3",0.0714639921098088,"L036","Influent","Fall",3,0.0065683004844083,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","JAEUUM01","","Bacteroidota"
"L005_bin.7",0.00489313828020905,"L036","Influent","Fall",4,0.000449731418401444,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","TH1-2","Terricaulis","","Proteobacteria"
"L036_bin.1",145.989016619503,"L036","Influent","Fall",5,13.4179423828824,"Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfobulbaceae","Desulfobulbus","","Desulfobacterota"
"L036_bin.10",20.9413628994542,"L036","Influent","Fall",5,1.92473384169894,"Bacteria","Desulfobacterota_I","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Solidesulfovibrio","","Desulfobacterota"
"L036_bin.11",14.4407138035049,"L036","Influent","Fall",1,1.32725509267686,"Bacteria","Spirochaetota","Spirochaetia","Sphaerochaetales","Sphaerochaetaceae","JAAYFO01","JAAYFO01 sp012728215","Spirochaetota"
"L036_bin.17",44.8563265643492,"L036","Influent","Fall",1,4.12277320092439,"Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia coccoides","Firmicutes"
"L036_bin.19",53.9510962271843,"L036","Influent","Fall",1,4.9586792036312,"Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","","","Synergistota"
"L036_bin.2",38.9953441358622,"L036","Influent","Fall",1,3.58408661782688,"Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","Hespellia","Hespellia stercorisuis","Firmicutes"
"L036_bin.20",96.4932422756215,"L036","Influent","Fall",1,8.86875461711157,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Trichococcus","Trichococcus flocculiformis","Firmicutes"
"L036_bin.22",23.7237405849694,"L036","Influent","Fall",5,2.18046392562001,"Bacteria","Desulfobacterota_I","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Solidesulfovibrio","Solidesulfovibrio alcoholivorans","Desulfobacterota"
"L036_bin.25",22.8564226522776,"L036","Influent","Fall",3,2.10074818865583,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Macellibacteroides","Macellibacteroides fermentans","Bacteroidota"
"L036_bin.3",38.422281755049,"L036","Influent","Fall",1,3.5314160937998,"Bacteria","Firmicutes","Bacilli","RFN20","CAG-826","Onthovivens","","Firmicutes"
"L036_bin.5",43.1097169822861,"L036","Influent","Fall",1,3.96224121516141,"Bacteria","Firmicutes_C","Negativicutes","Acidaminococcales","Acidaminococcaceae","","","Firmicutes"
"L038_bin.11",0.0799897409488408,"L036","Influent","Fall",1,0.00735190742513602,"Bacteria","Firmicutes_B","Syntrophomonadia","Syntrophomonadales","Syntrophomonadaceae","DTU018","","Firmicutes"
"L038_bin.16",0.211539763566575,"L036","Influent","Fall",1,0.0194427527834013,"Bacteria","Firmicutes_A","Clostridia","Clostridiales","Clostridiaceae","JG1575","","Firmicutes"
"L038_bin.2",0.901835507261696,"L036","Influent","Fall",1,0.0828882689635046,"Bacteria","Firmicutes_A","Clostridia","Tissierellales","Peptoniphilaceae","JAAYQA01","","Firmicutes"
"L038_bin.23",0.0394920976659979,"L036","Influent","Fall",1,0.00362974354736993,"Bacteria","Firmicutes_B","Syntrophomonadia","Syntrophomonadales","Syntrophomonadaceae","UBA4844","","Firmicutes"
"L038_bin.25",3.01257551190578,"L036","Influent","Fall",1,0.276887710999444,"Bacteria","Firmicutes_A","Clostridia","Peptostreptococcales","Anaerovoracaceae","JAAZGD01","","Firmicutes"
"L038_bin.7",1.03252388843996,"L036","Influent","Fall",1,0.0948999203148695,"Bacteria","Firmicutes_A","Clostridia","Saccharofermentanales","DTU023","UBA4923","UBA4923 sp002427535","Firmicutes"
"L039_bin.10",0.0746879499532106,"L036","Influent","Fall",4,0.00686461647851047,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","UBA5518","UBA5518","","Proteobacteria"
"L039_bin.13",0.134371368132571,"L036","Influent","Fall",5,0.0123501569999002,"Bacteria","Actinobacteriota","Actinomycetia","Actinomycetales","Microbacteriaceae","Terrimesophilobacter","","Actinobacteriota"
"L039_bin.4",0.01521629794931,"L036","Influent","Fall",5,0.00139853951956367,"Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","UBA8139","","","Actinobacteriota"
"L039_bin.7",0.00535878482157075,"L036","Influent","Fall",4,0.00049252928503181,"Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira_A","Nitrospira_A sp001567445","Nitrospirota"
"L040_bin.10",0.100398678982101,"L036","Influent","Fall",3,0.00922770576234819,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","LD1","UBA7692","UBA7692 sp001897535","Bacteroidota"
"L040_bin.16",0.00360782877533511,"L036","Influent","Fall",5,0.00033159781301167,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","UBA11358","SCTL01","","Verrucomicrobiota"
"L040_bin.20",0.070607782687008,"L036","Influent","Fall",4,0.00648960573757837,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Dokdonella_A","Dokdonella_A sp014338185","Proteobacteria"
"L040_bin.21",0.00366830174371218,"L036","Influent","Fall",5,0.000337155921588565,"Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","","","Myxococcota"
"L040_bin.7",0.015492970815379,"L036","Influent","Fall",4,0.00142396869678387,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Thiobacillaceae","PFJX01","","Proteobacteria"
"L040_bin.9",0.0274412187587084,"L036","Influent","Fall",4,0.00252213968383722,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Thiobacillaceae","PFJX01","","Proteobacteria"
"L078_bin.10",0.33303685971966,"L036","Influent","Fall",3,0.0306096273443731,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","VadinHA17","LD21","LD21 sp012729475","Bacteroidota"
"L078_bin.17",0.924899208231134,"L036","Influent","Fall",3,0.085008068232723,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","DTU049","GWF2-43-63","","Bacteroidota"
"L078_bin.28",0.391681464377702,"L036","Influent","Fall",1,0.0359996898613322,"Bacteria","Firmicutes_A","Clostridia","Clostridiales","Clostridiaceae","Proteiniclasticum","","Firmicutes"
"L078_bin.34",0.190045953530515,"L036","Influent","Fall",3,0.0174672431777427,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","DMER64","DMER64 sp001512865","Bacteroidota"
"L078_bin.37",0.635782530037732,"L036","Influent","Fall",2,0.0584351724097427,"Archaea","Halobacteriota","Methanosarcinia","Methanosarcinales","Methanosarcinaceae","Methanosarcina","Methanosarcina mazei","Halobacteriota"
"L078_bin.9",0.311777874707091,"L036","Influent","Fall",3,0.0286557006543901,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","Geofilum","Geofilum sp002427105","Bacteroidota"
"L080_bin.29",3.6104496170095,"L036","Influent","Fall",2,0.331838696219159,"Archaea","Methanobacteriota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","UBA412","UBA412 sp002495685","Methanobacteriota"
"L080_bin.38",0.798213451541832,"L036","Influent","Fall",5,0.0733643006168392,"Bacteria","Actinobacteriota","Actinomycetia","Mycobacteriales","Mycobacteriaceae","Corynebacterium","Corynebacterium sp012838985","Actinobacteriota"
"L081_bin.10",5.56622475172754,"L036","Influent","Fall",1,0.511595219546647,"Bacteria","Firmicutes_A","Clostridia","Tissierellales","Peptoniphilaceae","","","Firmicutes"
"L081_bin.12",314.587200324558,"L036","Influent","Fall",1,28.9139075396942,"Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Bulleidia","","Firmicutes"
"L081_bin.18",2.40645499868801,"L036","Influent","Fall",1,0.221178793220813,"Bacteria","Firmicutes_A","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium sp000435835","Firmicutes"
"L081_bin.30",17.702133255007,"L036","Influent","Fall",1,1.62701420675271,"Bacteria","Firmicutes_C","Negativicutes","Acidaminococcales","Acidaminococcaceae","","","Firmicutes"
"L081_bin.36",26.6702859284743,"L036","Influent","Fall",3,2.45128276229144,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Prevotella","","Bacteroidota"
"L081_bin.38",0.0806826298794645,"L036","Influent","Fall",2,0.00741559128275852,"Archaea","Halobacteriota","Methanomicrobia","Methanomicrobiales","Methanoculleaceae","Methanoculleus","","Halobacteriota"
"L081_bin.4",34.2404186654067,"L036","Influent","Fall",5,3.147058425742,"Bacteria","Desulfobacterota_I","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Desulfovibrio legallii","Desulfobacterota"
"L082_bin.12",0.101677182423565,"L036","Influent","Fall",4,0.0093452138181671,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Thiopseudomonas","","Proteobacteria"
"L082_bin.18",57.9700538476947,"L036","Influent","Fall",1,5.32806412751081,"Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Syner-03","Syner-03 sp012727545","Synergistota"
"L082_bin.19",0.232515126670117,"L036","Influent","Fall",4,0.021370611605253,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Thermomonas","","Proteobacteria"
"L082_bin.25",0.054737598384043,"L036","Influent","Fall",4,0.00503096711178424,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Thauera","","Proteobacteria"
"L082_bin.26",0.241867509258538,"L036","Influent","Fall",4,0.0222301949740564,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Ottowia","Ottowia sp001897615","Proteobacteria"
"L082_bin.27",15.2746130842688,"L036","Influent","Fall",4,1.40389930031324,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Comamonas","Comamonas denitrificans_A","Proteobacteria"
"L082_bin.3",0.447493642257271,"L036","Influent","Fall",3,0.0411294222507426,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","DMER64","DMER64 sp002427525","Bacteroidota"
"L082_bin.9",0.219643670226048,"L036","Influent","Fall",3,0.0201875879439563,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Gelidibacter","","Bacteroidota"
"L001_bin.13",48.063764320154,"L038","AD","Fall",1,4.0747499420775,"Bacteria","Firmicutes_A","Clostridia","Saccharofermentanales","Fastidiosipilaceae","JAAYZH01","JAAYZH01 sp012514965","Firmicutes"
"L001_bin.14",0.345303756898475,"L038","AD","Fall",3,0.0292741628402005,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","4484-276","SABY01","","Bacteroidota"
"L001_bin.17",2.85404802813126,"L038","AD","Fall",3,0.241960491480644,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","UBA2632","UBA2632 sp012840785","Bacteroidota"
"L001_bin.19",7.57802024827389,"L038","AD","Fall",1,0.642449421190431,"Bacteria","Firmicutes_A","Clostridia","Tissierellales","Sedimentibacteraceae","Sedimentibacter","","Firmicutes"
"L001_bin.2",25.5985442548833,"L038","AD","Fall",1,2.17019345436737,"Bacteria","Firmicutes_A","Clostridia","Saccharofermentanales","Saccharofermentanaceae","DUPM01","DUPM01 sp012838315","Firmicutes"
"L001_bin.20",10.7826717157683,"L038","AD","Fall",3,0.914133372005661,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Proteiniphilum","Proteiniphilum sp012728155","Bacteroidota"
"L001_bin.3",2.90430827773876,"L038","AD","Fall",3,0.246221455058377,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","UBA1179","UBA1179 sp002340405","Bacteroidota"
"L001_bin.6",6.20710122952881,"L038","AD","Fall",3,0.526225644895779,"Bacteria","Verrucomicrobiota","Kiritimatiellae","RFP12","UBA3636","JAAZFF01","","Verrucomicrobiota"
"L001_bin.7",18.9668151450521,"L038","AD","Fall",1,1.60796870588201,"Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Syner-03","Syner-03 sp002316795","Synergistota"
"L003_bin.19",10.1007063910001,"L038","AD","Fall",1,0.856317713850214,"Bacteria","Firmicutes_A","Clostridia","Christensenellales","CAG-74","UBA1038","","Firmicutes"
"L003_bin.22",4.58753749010916,"L038","AD","Fall",1,0.388922265796447,"Bacteria","Synergistota","Synergistia","Synergistales","Dethiosulfovibrionaceae","Pyramidobacter","Pyramidobacter piscolens_A","Synergistota"
"L003_bin.25",18.8525274751082,"L038","AD","Fall",3,1.59827962548909,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","JAFGAQ01","JAFGAQ01","","Verrucomicrobiota"
"L003_bin.29",7.62826932425863,"L038","AD","Fall",3,0.646709437490744,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","RUG11257","RUG11257 sp012513425","Bacteroidota"
"L003_bin.3",1.16982882902268,"L038","AD","Fall",5,0.099175751644196,"Bacteria","Fibrobacterota","Chitinivibrionia","Chitinivibrionales","Chitinispirillaceae","JAAYIG01","","Fibrobacterota"
"L003_bin.31",1.00054606955542,"L038","AD","Fall",3,0.0848242974023004,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Lentimicrobiaceae","Lentimicrobium","Lentimicrobium sp002410555","Bacteroidota"
"L003_bin.7",8.91187828113078,"L038","AD","Fall",3,0.755531241122795,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Fermentimonas","Fermentimonas sp002398875","Bacteroidota"
"L003_bin.9",8.70662786096069,"L038","AD","Fall",3,0.738130520444145,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","DMER64","DMER64 sp002408205","Bacteroidota"
"L004_bin.13",0.258540557033224,"L038","AD","Fall",3,0.0219185520463713,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ginsengibacter","","Bacteroidota"
"L004_bin.14",0.188547119298105,"L038","AD","Fall",4,0.0159846481919578,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Thiobacillaceae","Thiobacillus","Thiobacillus sp001899775","Proteobacteria"
"L004_bin.16",0.107121722107864,"L038","AD","Fall",3,0.00908156564780824,"Bacteria","Bacteroidota","Bacteroidia","AKYH767-A","OLB10","OLB10","OLB10 sp001567275","Bacteroidota"
"L004_bin.4",0.00811756091215622,"L038","AD","Fall",4,0.000688190601058465,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","UBA7239","UBA7239","","Proteobacteria"
"L005_bin.1",0.00749965859715775,"L038","AD","Fall",3,0.000635806076919273,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Agriterribacter","","Bacteroidota"
"L005_bin.3",0.191572588107205,"L038","AD","Fall",3,0.016241141394873,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","JAEUUM01","","Bacteroidota"
"L005_bin.7",0.00737828814565877,"L038","AD","Fall",4,0.000625516532452444,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","TH1-2","Terricaulis","","Proteobacteria"
"L036_bin.1",36.7708760237115,"L038","AD","Fall",5,3.11736142740968,"Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfobulbaceae","Desulfobulbus","","Desulfobacterota"
"L036_bin.10",0.639440958469642,"L038","AD","Fall",5,0.0542105273138917,"Bacteria","Desulfobacterota_I","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Solidesulfovibrio","","Desulfobacterota"
"L036_bin.11",2.14122341030743,"L038","AD","Fall",1,0.181528644094709,"Bacteria","Spirochaetota","Spirochaetia","Sphaerochaetales","Sphaerochaetaceae","JAAYFO01","JAAYFO01 sp012728215","Spirochaetota"
"L036_bin.17",0.949485032792834,"L038","AD","Fall",1,0.0804954446889578,"Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia coccoides","Firmicutes"
"L036_bin.19",1.98765265501653,"L038","AD","Fall",1,0.168509222185552,"Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","","","Synergistota"
"L036_bin.2",0.515947536713986,"L038","AD","Fall",1,0.0437410016688766,"Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","Hespellia","Hespellia stercorisuis","Firmicutes"
"L036_bin.20",30.3275848661467,"L038","AD","Fall",1,2.57111207215336,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Trichococcus","Trichococcus flocculiformis","Firmicutes"
"L036_bin.22",1.20873764103303,"L038","AD","Fall",5,0.102474363014487,"Bacteria","Desulfobacterota_I","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Solidesulfovibrio","Solidesulfovibrio alcoholivorans","Desulfobacterota"
