"mag_id","coverage","sample_id","site","time","cluster","rel_abund","domain","phylum","class","order","family","genus","species","phylum2"
"L081_bin.12",36.6193986959839,"L003","AD","Summer",1,3.51531813260784,"Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Bulleidia","","Firmicutes"
"L081_bin.18",9.85422548168357,"L003","AD","Summer",1,0.945966857789164,"Bacteria","Firmicutes_A","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium sp000435835","Firmicutes"
"L081_bin.30",8.40603796096432,"L003","AD","Summer",1,0.806946556192593,"Bacteria","Firmicutes_C","Negativicutes","Acidaminococcales","Acidaminococcaceae","","","Firmicutes"
"L081_bin.36",5.57560494895451,"L003","AD","Summer",3,0.535236128261914,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Prevotella","","Bacteroidota"
"L081_bin.38",9.9241244788146,"L003","AD","Summer",2,0.952676886375537,"Archaea","Halobacteriota","Methanomicrobia","Methanomicrobiales","Methanoculleaceae","Methanoculleus","","Halobacteriota"
"L081_bin.4",28.8026174138454,"L003","AD","Summer",5,2.76493789813543,"Bacteria","Desulfobacterota_I","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Desulfovibrio legallii","Desulfobacterota"
"L082_bin.12",0.0576070996942235,"L003","AD","Summer",4,0.00553005481611747,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Thiopseudomonas","","Proteobacteria"
"L082_bin.18",142.644180295514,"L003","AD","Summer",1,13.6932798287263,"Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Syner-03","Syner-03 sp012727545","Synergistota"
"L082_bin.19",0.115760135212506,"L003","AD","Summer",4,0.0111125173224182,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Thermomonas","","Proteobacteria"
"L082_bin.25",0.0281005144090479,"L003","AD","Summer",4,0.00269753877331055,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Thauera","","Proteobacteria"
"L082_bin.26",0.192607752281007,"L003","AD","Summer",4,0.0184895860714534,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Ottowia","Ottowia sp001897615","Proteobacteria"
"L082_bin.27",2.78248414044433,"L003","AD","Summer",4,0.267107524997957,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Comamonas","Comamonas denitrificans_A","Proteobacteria"
"L082_bin.3",7.47356280239125,"L003","AD","Summer",3,0.717432611401965,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","DMER64","DMER64 sp002427525","Bacteroidota"
"L082_bin.9",0.672319748755863,"L003","AD","Summer",3,0.0645400494785032,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Gelidibacter","","Bacteroidota"
"L001_bin.13",0.378880069889281,"L004","Anoxic","Summer",1,0.0831453668853273,"Bacteria","Firmicutes_A","Clostridia","Saccharofermentanales","Fastidiosipilaceae","JAAYZH01","JAAYZH01 sp012514965","Firmicutes"
"L001_bin.14",0.025010360712817,"L004","Anoxic","Summer",3,0.00548853260613375,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","4484-276","SABY01","","Bacteroidota"
"L001_bin.17",0.212878226925372,"L004","Anoxic","Summer",3,0.0467162030580822,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","UBA2632","UBA2632 sp012840785","Bacteroidota"
"L001_bin.19",0.574370818874539,"L004","Anoxic","Summer",1,0.126045881688908,"Bacteria","Firmicutes_A","Clostridia","Tissierellales","Sedimentibacteraceae","Sedimentibacter","","Firmicutes"
"L001_bin.2",1.25360682669671,"L004","Anoxic","Summer",1,0.275104466608942,"Bacteria","Firmicutes_A","Clostridia","Saccharofermentanales","Saccharofermentanaceae","DUPM01","DUPM01 sp012838315","Firmicutes"
"L001_bin.20",0.848160545923346,"L004","Anoxic","Summer",3,0.186129135240775,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Proteiniphilum","Proteiniphilum sp012728155","Bacteroidota"
"L001_bin.3",0.55909025325076,"L004","Anoxic","Summer",3,0.122692556095995,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","UBA1179","UBA1179 sp002340405","Bacteroidota"
"L001_bin.6",0.771034212663213,"L004","Anoxic","Summer",3,0.169203733814123,"Bacteria","Verrucomicrobiota","Kiritimatiellae","RFP12","UBA3636","JAAZFF01","","Verrucomicrobiota"
"L001_bin.7",0.172226366833635,"L004","Anoxic","Summer",1,0.0377951378173421,"Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Syner-03","Syner-03 sp002316795","Synergistota"
"L003_bin.19",0.893779921862041,"L004","Anoxic","Summer",1,0.196140323611308,"Bacteria","Firmicutes_A","Clostridia","Christensenellales","CAG-74","UBA1038","","Firmicutes"
"L003_bin.22",0.219694768798228,"L004","Anoxic","Summer",1,0.0482120956107664,"Bacteria","Synergistota","Synergistia","Synergistales","Dethiosulfovibrionaceae","Pyramidobacter","Pyramidobacter piscolens_A","Synergistota"
"L003_bin.25",0.929428422507703,"L004","Anoxic","Summer",3,0.203963399831605,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","JAFGAQ01","JAFGAQ01","","Verrucomicrobiota"
"L003_bin.29",0.620078795981202,"L004","Anoxic","Summer",3,0.13607651361745,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","RUG11257","RUG11257 sp012513425","Bacteroidota"
"L003_bin.3",2.18088309831543,"L004","Anoxic","Summer",5,0.478595576158005,"Bacteria","Fibrobacterota","Chitinivibrionia","Chitinivibrionales","Chitinispirillaceae","JAAYIG01","","Fibrobacterota"
"L003_bin.31",4.11443720738491,"L004","Anoxic","Summer",3,0.902914717141575,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Lentimicrobiaceae","Lentimicrobium","Lentimicrobium sp002410555","Bacteroidota"
"L003_bin.7",1.19061053789721,"L004","Anoxic","Summer",3,0.26127990849434,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Fermentimonas","Fermentimonas sp002398875","Bacteroidota"
"L003_bin.9",1.82827322957315,"L004","Anoxic","Summer",3,0.401215214312815,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","DMER64","DMER64 sp002408205","Bacteroidota"
"L004_bin.13",34.0765018605361,"L004","Anoxic","Summer",3,7.47810052450312,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ginsengibacter","","Bacteroidota"
"L004_bin.14",87.4866506262974,"L004","Anoxic","Summer",4,19.198976779163,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Thiobacillaceae","Thiobacillus","Thiobacillus sp001899775","Proteobacteria"
"L004_bin.16",123.078521736155,"L004","Anoxic","Summer",3,27.0096256275682,"Bacteria","Bacteroidota","Bacteroidia","AKYH767-A","OLB10","OLB10","OLB10 sp001567275","Bacteroidota"
"L004_bin.4",16.9348232255198,"L004","Anoxic","Summer",4,3.71635301544227,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","UBA7239","UBA7239","","Proteobacteria"
"L005_bin.1",16.985213980309,"L004","Anoxic","Summer",3,3.72741128460855,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Agriterribacter","","Bacteroidota"
"L005_bin.3",11.680765287563,"L004","Anoxic","Summer",3,2.56334812126601,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","JAEUUM01","","Bacteroidota"
"L005_bin.7",43.2284064369184,"L004","Anoxic","Summer",4,9.4864892579754,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","TH1-2","Terricaulis","","Proteobacteria"
"L036_bin.1",0.519826088652036,"L004","Anoxic","Summer",5,0.114076021127658,"Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfobulbaceae","Desulfobulbus","","Desulfobacterota"
"L036_bin.10",0.00754229685960541,"L004","Anoxic","Summer",5,0.00165515974417235,"Bacteria","Desulfobacterota_I","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Solidesulfovibrio","","Desulfobacterota"
"L036_bin.11",0.668731558200864,"L004","Anoxic","Summer",1,0.146753379692566,"Bacteria","Spirochaetota","Spirochaetia","Sphaerochaetales","Sphaerochaetaceae","JAAYFO01","JAAYFO01 sp012728215","Spirochaetota"
"L036_bin.17",0.00707716983655635,"L004","Anoxic","Summer",1,0.0015530874525604,"Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia coccoides","Firmicutes"
"L036_bin.19",0.0256872861214246,"L004","Anoxic","Summer",1,0.00563708412922949,"Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","","","Synergistota"
"L036_bin.2",0.0118232571332792,"L004","Anoxic","Summer",1,0.0025946180077863,"Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","Hespellia","Hespellia stercorisuis","Firmicutes"
"L036_bin.20",0.377526351044418,"L004","Anoxic","Summer",1,0.0828482928005157,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Trichococcus","Trichococcus flocculiformis","Firmicutes"
"L036_bin.22",0.0170530415386343,"L004","Anoxic","Summer",5,0.00374229606654902,"Bacteria","Desulfobacterota_I","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Solidesulfovibrio","Solidesulfovibrio alcoholivorans","Desulfobacterota"
"L036_bin.25",0.287343133326222,"L004","Anoxic","Summer",3,0.0630575534083119,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Macellibacteroides","Macellibacteroides fermentans","Bacteroidota"
"L036_bin.3",0.34040640013324,"L004","Anoxic","Summer",1,0.0747023062930251,"Bacteria","Firmicutes","Bacilli","RFN20","CAG-826","Onthovivens","","Firmicutes"
"L036_bin.5",0.0568066843625548,"L004","Anoxic","Summer",1,0.0124662472065207,"Bacteria","Firmicutes_C","Negativicutes","Acidaminococcales","Acidaminococcaceae","","","Firmicutes"
"L038_bin.11",0.127122189447443,"L004","Anoxic","Summer",1,0.0278970099534728,"Bacteria","Firmicutes_B","Syntrophomonadia","Syntrophomonadales","Syntrophomonadaceae","DTU018","","Firmicutes"
"L038_bin.16",0.394421516349381,"L004","Anoxic","Summer",1,0.0865559428711039,"Bacteria","Firmicutes_A","Clostridia","Clostridiales","Clostridiaceae","JG1575","","Firmicutes"
"L038_bin.2",0.173009111472845,"L004","Anoxic","Summer",1,0.0379669114084514,"Bacteria","Firmicutes_A","Clostridia","Tissierellales","Peptoniphilaceae","JAAYQA01","","Firmicutes"
"L038_bin.23",0.150944854919998,"L004","Anoxic","Summer",1,0.0331249024142212,"Bacteria","Firmicutes_B","Syntrophomonadia","Syntrophomonadales","Syntrophomonadaceae","UBA4844","","Firmicutes"
"L038_bin.25",0.14944186321034,"L004","Anoxic","Summer",1,0.0327950703458265,"Bacteria","Firmicutes_A","Clostridia","Peptostreptococcales","Anaerovoracaceae","JAAZGD01","","Firmicutes"
"L038_bin.7",0.181159519537617,"L004","Anoxic","Summer",1,0.0397555213741553,"Bacteria","Firmicutes_A","Clostridia","Saccharofermentanales","DTU023","UBA4923","UBA4923 sp002427535","Firmicutes"
"L039_bin.10",35.3366302935056,"L004","Anoxic","Summer",4,7.75463615994181,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","UBA5518","UBA5518","","Proteobacteria"
"L039_bin.13",4.27358687768991,"L004","Anoxic","Summer",5,0.93784016922739,"Bacteria","Actinobacteriota","Actinomycetia","Actinomycetales","Microbacteriaceae","Terrimesophilobacter","","Actinobacteriota"
"L039_bin.4",0.00554358174078724,"L004","Anoxic","Summer",5,0.00121654099628743,"Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","UBA8139","","","Actinobacteriota"
"L039_bin.7",0.248276322616106,"L004","Anoxic","Summer",4,0.0544843278214357,"Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira_A","Nitrospira_A sp001567445","Nitrospirota"
"L040_bin.10",8.73811801835594,"L004","Anoxic","Summer",3,1.9175831252771,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","LD1","UBA7692","UBA7692 sp001897535","Bacteroidota"
"L040_bin.16",0.00403693755770014,"L004","Anoxic","Summer",5,0.000885907391291978,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","UBA11358","SCTL01","","Verrucomicrobiota"
"L040_bin.20",1.06492969831351,"L004","Anoxic","Summer",4,0.233699203284122,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Dokdonella_A","Dokdonella_A sp014338185","Proteobacteria"
"L040_bin.21",0.0218704090249455,"L004","Anoxic","Summer",5,0.0047994690848813,"Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","","","Myxococcota"
"L040_bin.7",0.537873521878279,"L004","Anoxic","Summer",4,0.118036536805807,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Thiobacillaceae","PFJX01","","Proteobacteria"
"L040_bin.9",0.285152490156824,"L004","Anoxic","Summer",4,0.062576815981063,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Thiobacillaceae","PFJX01","","Proteobacteria"
"L078_bin.10",0.9075971071008,"L004","Anoxic","Summer",3,0.19917250985519,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","VadinHA17","LD21","LD21 sp012729475","Bacteroidota"
"L078_bin.17",0.291099591589422,"L004","Anoxic","Summer",3,0.0638819095180816,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","DTU049","GWF2-43-63","","Bacteroidota"
"L078_bin.28",0.0605611689151623,"L004","Anoxic","Summer",1,0.0132901701847947,"Bacteria","Firmicutes_A","Clostridia","Clostridiales","Clostridiaceae","Proteiniclasticum","","Firmicutes"
"L078_bin.34",0.179528132117973,"L004","Anoxic","Summer",3,0.0393975128212694,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","DMER64","DMER64 sp001512865","Bacteroidota"
"L078_bin.37",2.75946053373783,"L004","Anoxic","Summer",2,0.605564601353301,"Archaea","Halobacteriota","Methanosarcinia","Methanosarcinales","Methanosarcinaceae","Methanosarcina","Methanosarcina mazei","Halobacteriota"
"L078_bin.9",0.785213089309966,"L004","Anoxic","Summer",3,0.172315293366888,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","Geofilum","Geofilum sp002427105","Bacteroidota"
"L080_bin.29",0.13603997590538,"L004","Anoxic","Summer",2,0.0298540213820941,"Archaea","Methanobacteriota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","UBA412","UBA412 sp002495685","Methanobacteriota"
"L080_bin.38",0.0568083965093338,"L004","Anoxic","Summer",5,0.0124666229377439,"Bacteria","Actinobacteriota","Actinomycetia","Mycobacteriales","Mycobacteriaceae","Corynebacterium","Corynebacterium sp012838985","Actinobacteriota"
"L081_bin.10",0.0143228658850058,"L004","Anoxic","Summer",1,0.00314315804261268,"Bacteria","Firmicutes_A","Clostridia","Tissierellales","Peptoniphilaceae","","","Firmicutes"
"L081_bin.12",0.152725159071311,"L004","Anoxic","Summer",1,0.0335155907971484,"Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Bulleidia","","Firmicutes"
"L081_bin.18",0.567856250270083,"L004","Anoxic","Summer",1,0.124616257278008,"Bacteria","Firmicutes_A","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium sp000435835","Firmicutes"
"L081_bin.30",0.0334406905471006,"L004","Anoxic","Summer",1,0.00733857150430186,"Bacteria","Firmicutes_C","Negativicutes","Acidaminococcales","Acidaminococcaceae","","","Firmicutes"
"L081_bin.36",0.100439758586708,"L004","Anoxic","Summer",3,0.0220415409551787,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Prevotella","","Bacteroidota"
"L081_bin.38",1.308313665759,"L004","Anoxic","Summer",2,0.287109902013078,"Archaea","Halobacteriota","Methanomicrobia","Methanomicrobiales","Methanoculleaceae","Methanoculleus","","Halobacteriota"
"L081_bin.4",0.152266929796291,"L004","Anoxic","Summer",5,0.0334150322188091,"Bacteria","Desulfobacterota_I","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Desulfovibrio legallii","Desulfobacterota"
"L082_bin.12",0.0358776616927483,"L004","Anoxic","Summer",4,0.00787336569406499,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Thiopseudomonas","","Proteobacteria"
"L082_bin.18",1.13828665354841,"L004","Anoxic","Summer",1,0.249797413354604,"Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Syner-03","Syner-03 sp012727545","Synergistota"
"L082_bin.19",0.0999587766749266,"L004","Anoxic","Summer",4,0.0219359893025622,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Thermomonas","","Proteobacteria"
"L082_bin.25",29.8201461663717,"L004","Anoxic","Summer",4,6.54404174466505,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Thauera","","Proteobacteria"
"L082_bin.26",10.7920436917492,"L004","Anoxic","Summer",4,2.36831784911564,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Ottowia","Ottowia sp001897615","Proteobacteria"
"L082_bin.27",0.476188189861841,"L004","Anoxic","Summer",4,0.104499668626256,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Comamonas","Comamonas denitrificans_A","Proteobacteria"
"L082_bin.3",0.322160621471364,"L004","Anoxic","Summer",3,0.0706982636380671,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","DMER64","DMER64 sp002427525","Bacteroidota"
"L082_bin.9",1.23832096206992,"L004","Anoxic","Summer",3,0.27174997814792,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Gelidibacter","","Bacteroidota"
"L001_bin.13",0.317547577425973,"L005","Oxic","Summer",1,0.062977353111052,"Bacteria","Firmicutes_A","Clostridia","Saccharofermentanales","Fastidiosipilaceae","JAAYZH01","JAAYZH01 sp012514965","Firmicutes"
"L001_bin.14",0.0168917221504839,"L005","Oxic","Summer",3,0.00335003642335391,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","4484-276","SABY01","","Bacteroidota"
"L001_bin.17",0.19687877739106,"L005","Oxic","Summer",3,0.0390458160138835,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","UBA2632","UBA2632 sp012840785","Bacteroidota"
"L001_bin.19",0.511302901298608,"L005","Oxic","Summer",1,0.101403712863451,"Bacteria","Firmicutes_A","Clostridia","Tissierellales","Sedimentibacteraceae","Sedimentibacter","","Firmicutes"
"L001_bin.2",0.933130302157812,"L005","Oxic","Summer",1,0.185062273231528,"Bacteria","Firmicutes_A","Clostridia","Saccharofermentanales","Saccharofermentanaceae","DUPM01","DUPM01 sp012838315","Firmicutes"
"L001_bin.20",0.969690850226499,"L005","Oxic","Summer",3,0.1923131128201,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Proteiniphilum","Proteiniphilum sp012728155","Bacteroidota"
"L001_bin.3",0.336746764398588,"L005","Oxic","Summer",3,0.0667850155319733,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","UBA1179","UBA1179 sp002340405","Bacteroidota"
"L001_bin.6",0.626253422344225,"L005","Oxic","Summer",3,0.124201177145404,"Bacteria","Verrucomicrobiota","Kiritimatiellae","RFP12","UBA3636","JAAZFF01","","Verrucomicrobiota"
"L001_bin.7",0.0876424808260004,"L005","Oxic","Summer",1,0.0173816204401507,"Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Syner-03","Syner-03 sp002316795","Synergistota"
"L003_bin.19",0.569625874962448,"L005","Oxic","Summer",1,0.112970566991855,"Bacteria","Firmicutes_A","Clostridia","Christensenellales","CAG-74","UBA1038","","Firmicutes"
"L003_bin.22",0.18883323843058,"L005","Oxic","Summer",1,0.0374501913450069,"Bacteria","Synergistota","Synergistia","Synergistales","Dethiosulfovibrionaceae","Pyramidobacter","Pyramidobacter piscolens_A","Synergistota"
"L003_bin.25",0.408757917012681,"L005","Oxic","Summer",3,0.0810665661042456,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","JAFGAQ01","JAFGAQ01","","Verrucomicrobiota"
"L003_bin.29",0.510042942796953,"L005","Oxic","Summer",3,0.101153832665632,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","RUG11257","RUG11257 sp012513425","Bacteroidota"
"L003_bin.3",1.67142081833092,"L005","Oxic","Summer",5,0.331483111684983,"Bacteria","Fibrobacterota","Chitinivibrionia","Chitinivibrionales","Chitinispirillaceae","JAAYIG01","","Fibrobacterota"
"L003_bin.31",2.90681592226021,"L005","Oxic","Summer",3,0.576491794549071,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Lentimicrobiaceae","Lentimicrobium","Lentimicrobium sp002410555","Bacteroidota"
"L003_bin.7",1.25602528615551,"L005","Oxic","Summer",3,0.249100146201134,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Fermentimonas","Fermentimonas sp002398875","Bacteroidota"
"L003_bin.9",0.915548998882917,"L005","Oxic","Summer",3,0.181575476218398,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","DMER64","DMER64 sp002408205","Bacteroidota"
"L004_bin.13",35.6164168264097,"L005","Oxic","Summer",3,7.06359556325103,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ginsengibacter","","Bacteroidota"
"L004_bin.14",75.7086304036351,"L005","Oxic","Summer",4,15.0148497089239,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Thiobacillaceae","Thiobacillus","Thiobacillus sp001899775","Proteobacteria"
"L004_bin.16",169.172643006233,"L005","Oxic","Summer",3,33.5510204854803,"Bacteria","Bacteroidota","Bacteroidia","AKYH767-A","OLB10","OLB10","OLB10 sp001567275","Bacteroidota"
"L004_bin.4",10.5835513914879,"L005","Oxic","Summer",4,2.09897382481553,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","UBA7239","UBA7239","","Proteobacteria"
"L005_bin.1",20.9826924613602,"L005","Oxic","Summer",3,4.16137462950018,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Agriterribacter","","Bacteroidota"
"L005_bin.3",13.4513814398413,"L005","Oxic","Summer",3,2.66773377909275,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","JAEUUM01","","Bacteroidota"
"L005_bin.7",60.0460328680222,"L005","Oxic","Summer",4,11.9085783790268,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","TH1-2","Terricaulis","","Proteobacteria"
"L036_bin.1",0.308642813374607,"L005","Oxic","Summer",5,0.061211323357088,"Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfobulbaceae","Desulfobulbus","","Desulfobacterota"
"L036_bin.10",0.00529298241745744,"L005","Oxic","Summer",5,0.00104972623446487,"Bacteria","Desulfobacterota_I","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Solidesulfovibrio","","Desulfobacterota"
"L036_bin.11",0.300114285425321,"L005","Oxic","Summer",1,0.0595199103079525,"Bacteria","Spirochaetota","Spirochaetia","Sphaerochaetales","Sphaerochaetaceae","JAAYFO01","JAAYFO01 sp012728215","Spirochaetota"
"L036_bin.17",0.00843244306483567,"L005","Oxic","Summer",1,0.0016723570961797,"Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia coccoides","Firmicutes"
"L036_bin.19",0.0230449561955771,"L005","Oxic","Summer",1,0.00457037132993374,"Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","","","Synergistota"
"L036_bin.2",0.0092628407620865,"L005","Oxic","Summer",1,0.00183704501295198,"Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","Hespellia","Hespellia stercorisuis","Firmicutes"
"L036_bin.20",0.341590763853066,"L005","Oxic","Summer",1,0.0677456976023176,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Trichococcus","Trichococcus flocculiformis","Firmicutes"
"L036_bin.22",0.015348968959116,"L005","Oxic","Summer",5,0.00304407120931089,"Bacteria","Desulfobacterota_I","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Solidesulfovibrio","Solidesulfovibrio alcoholivorans","Desulfobacterota"
"L036_bin.25",0.257481101829577,"L005","Oxic","Summer",3,0.051064720445314,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Macellibacteroides","Macellibacteroides fermentans","Bacteroidota"
"L036_bin.3",0.158670043737138,"L005","Oxic","Summer",1,0.0314681014214611,"Bacteria","Firmicutes","Bacilli","RFN20","CAG-826","Onthovivens","","Firmicutes"
"L036_bin.5",0.0391276882401562,"L005","Oxic","Summer",1,0.00775996547885464,"Bacteria","Firmicutes_C","Negativicutes","Acidaminococcales","Acidaminococcaceae","","","Firmicutes"
"L038_bin.11",0.083507563520878,"L005","Oxic","Summer",1,0.0165615664837624,"Bacteria","Firmicutes_B","Syntrophomonadia","Syntrophomonadales","Syntrophomonadaceae","DTU018","","Firmicutes"
"L038_bin.16",0.369872334283442,"L005","Oxic","Summer",1,0.0733546159948508,"Bacteria","Firmicutes_A","Clostridia","Clostridiales","Clostridiaceae","JG1575","","Firmicutes"
"L038_bin.2",0.161339132824557,"L005","Oxic","Summer",1,0.0319974462437576,"Bacteria","Firmicutes_A","Clostridia","Tissierellales","Peptoniphilaceae","JAAYQA01","","Firmicutes"
"L038_bin.23",0.12103880217253,"L005","Oxic","Summer",1,0.024004917456299,"Bacteria","Firmicutes_B","Syntrophomonadia","Syntrophomonadales","Syntrophomonadaceae","UBA4844","","Firmicutes"
"L038_bin.25",0.12824495838551,"L005","Oxic","Summer",1,0.0254340722559575,"Bacteria","Firmicutes_A","Clostridia","Peptostreptococcales","Anaerovoracaceae","JAAZGD01","","Firmicutes"
"L038_bin.7",0.151565855091255,"L005","Oxic","Summer",1,0.0300591692527891,"Bacteria","Firmicutes_A","Clostridia","Saccharofermentanales","DTU023","UBA4923","UBA4923 sp002427535","Firmicutes"
"L039_bin.10",40.0062840213168,"L005","Oxic","Summer",4,7.93421223960951,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","UBA5518","UBA5518","","Proteobacteria"
"L039_bin.13",5.55236330022588,"L005","Oxic","Summer",5,1.10116772734847,"Bacteria","Actinobacteriota","Actinomycetia","Actinomycetales","Microbacteriaceae","Terrimesophilobacter","","Actinobacteriota"
"L039_bin.4",0.00597800064731865,"L005","Oxic","Summer",5,0.00118558189206167,"Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","UBA8139","","","Actinobacteriota"
"L039_bin.7",0.257737927066692,"L005","Oxic","Summer",4,0.0511156550919478,"Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira_A","Nitrospira_A sp001567445","Nitrospirota"
